Nom_exploitant,Raison_sociale,Description_infraction,Adresse_lieu_infraction,Type_etablissement,Information_etablissement,Date_infraction,Date_jugement,Date_publication,Amende,SOC_CD_LOI,SOC_NOM_LOI,SOC_CD_REGL,SOC_NOM_REGL,SOC_CD_ARTCL_INFRC,SOC_NOM_ARTCL_INFRC,SOC_CD_POURS,SOC_DESC_POURS,SOC_CD_REGRP_TYP_ENTT,SOC_DESC_REGRP_TYP_ENTT,Latitude,Longitude
9165-6116 QUEBEC INC.,FRUITERIE A.M.R.,"A TITRE DE PERSONNE TENUE DE SE MUNIR D'UN PERMIS, A OMIS DE GARDER A LA DISPOSITION DES INSPECTEURS LES REGISTRES ET PIECES JUSTIFICATIVES DE SES OPERATIONS.","85 RUE SAINT-GEORGES SAINT-JEROME, (QC) J7Z4Z4",MARCHE PROXIM.PERMIS PRG,,04/11/2024 00:00:00,11/18/2025 00:00:00,11/24/2025 00:00:00,2500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.2.5 al.1          ,REGISTRE DES OPERATIONS,1,MAPAQ,20,DÉTAIL,45.7709593,-74.0015987
9165-6116 QUEBEC INC.,FRUITERIE A.M.R.,"A MIS EN VENTE UN PRODUIT CONDITIONNE EN VUE DE LA VENTE NE PORTANT PAS, SUR LE RECIPIENT, L'EMBALLAGE OU L'ENVELOPPE QUI LE CONTIENT, LES INSCRIPTIONS EN CARACTERES INDELEBILES, TRES LISIBLES ET APPARENTS RELATIVES A UNE PARTICULARITE DU PRODUIT, SOIT LA NATURE, L'ETAT, LA COMPOSITION, L'UTILISATION, LA QUANTITE EXACTE, L'ORIGINE ET TOUTE PARTICULARITE DU PRODUIT.","85 RUE SAINT-GEORGES SAINT-JEROME, (QC) J7Z4Z4",MARCHE PROXIM.PERMIS PRG,,04/11/2024 00:00:00,11/18/2025 00:00:00,11/24/2025 00:00:00,500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,3.3.3 al.1(a)       ,INSCRIPTION OBLIGATOIRE,1,MAPAQ,20,DÉTAIL,45.7709593,-74.0015987
BLAIS EMMANUEL,,"A TITRE DE PRODUCTEUR AGRICOLE, A FAIT DEFAUT DE DISPOSER DES VIANDES NON COMESTIBLES CONFORMEMENT A L'ARTICLE 7.3.1 DU REGLEMENT SUR LES ALIMENTS.","55 5EME RANG LA DURANTAYE, (QC) G0R2T0",AUTRES ANIMAUX BEA,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",12/07/2022 00:00:00,11/26/2024 00:00:00,04/03/2025 00:00:00,5000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,7.3.1               ,DISPOSITION DES VIANDES NON COMESTIBLES,1,MAPAQ,32,BIEN-ETRE ANIM.,,
9293-0817 QUEBEC INC.,LE MANTRA,A EXPLOITE UN LIEU VISE A L'ARTICLE 2.1.1 OU LA TEMPERATURE DE L'EAU CHAUDE N'ETAIT PAS A AU MOINS 60 °C.,"1019 CHEMIN DU COTEAU-ROUGE LONGUEUIL, (QC) J4K1W3",RESTAURANT,,03/27/2024 00:00:00,10/26/2024 00:00:00,11/04/2024 00:00:00,500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.1.3 al.2          ,TEMPERATURE EAU CHAUDE 60°C,1,MAPAQ,21,RESTAURATION,45.520238,-73.4971388
9293-0817 QUEBEC INC.,LE MANTRA,A EXPLOITE UN LIEU VISE A L'ARTICLE 2.1.1 OU LA TEMPERATURE DE L'EAU CHAUDE N'ETAIT PAS A AU MOINS 60 °C.,"1019 CHEMIN DU COTEAU-ROUGE LONGUEUIL, (QC) J4K1W3",RESTAURANT,,06/11/2024 00:00:00,10/26/2024 00:00:00,11/04/2024 00:00:00,500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.1.3 al.2          ,TEMPERATURE EAU CHAUDE 60°C,1,MAPAQ,21,RESTAURATION,45.520238,-73.4971388
LABELLE JOSEE,,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.","  , (QC) J0Z1E0",,,03/19/2024 00:00:00,12/04/2025 00:00:00,12/08/2025 00:00:00,2500 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,1,MAPAQ,32,BIEN-ETRE ANIM.,,
9298-8682 QUEBEC INC.,GRECO,A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR (RECIDIVE).,"979 BOUL. MARCOTTE ROBERVAL, (QC) G8H2A9",RESTAURANT,,06/20/2024 00:00:00,10/22/2024 00:00:00,10/25/2024 00:00:00,2000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1 al.2          ,TEMPERATURE ALIMENTS ALTERABLES,1,MAPAQ,21,RESTAURATION,48.520671,-72.225964
9298-8682 QUEBEC INC.,GRECO,"A EXPLOITE UN ETABLISSEMENT DONT LES LIEUX, LES EQUIPEMENTS ET LES MATERIAUX SERVANT A LA PREPARATION, A L'ENTREPOSAGE ET AU SERVICE DES PRODUITS N'ETAIENT PAS PROPRES.","979 BOUL. MARCOTTE ROBERVAL, (QC) G8H2A9",RESTAURANT,,06/20/2024 00:00:00,10/22/2024 00:00:00,10/25/2024 00:00:00,500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.2.1               ,INSALUBRITE,1,MAPAQ,21,RESTAURATION,48.520671,-72.225964
RIENDEAU (GENDRON) CAROLE,,"ETANT GARDIEN D UN ANIMAL, N A PAS PERMIS A LA MERE DE S ISOLER DE SES PETITS AU BESOIN. REGLEMENT SUR LE BIEN ETRE ET LA SECURITE DES ANIMAUX DOMESTIQUES DE COMPAGNIE ET DES EQUIDES ARTICLE(S) 36.","1202 RUE LATOUR SAINT-BLAISE-SUR-RICHELIEU, (QC) J0J1W0",PARTICU. ESPECES DIVERSES,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",10/30/2024 00:00:00,03/14/2025 00:00:00,04/07/2025 00:00:00,1000 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,r.0.1          ,REGL B-ETRE ET SECUR ANIMAUX DOMESTIQUES CIE ET EQUIDES,36                  ,ISOLEMENT / ACCES CHATONS OU CHIOTS,1,MAPAQ,32,BIEN-ETRE ANIM.,45.193553,-73.2628117
BEDARD SIMON,ESCOUADE CANINE MRC 2017,"ETANT PROPRIETAIRE D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.","217 181 IEME RUE BEAUCEVILLE, (QC) G5X2S9",LRC ANIMAUX CIE/EQUIDES,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",06/05/2024 00:00:00,01/08/2026 00:00:00,01/12/2026 00:00:00,2500 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,1,MAPAQ,32,BIEN-ETRE ANIM.,,
BEDARD SIMON,ESCOUADE CANINE MRC 2017,"A EXPLOITE UN LIEU OU SONT RECUEILLIS DES CHATS OU DES CHIENS EN VUE DE LES TRANSFERER VERS UN NOUVEAU LIEU DE GARDE, DE LES EUTHANASIER OU DE LES FAIRE EUTHANASIER PAR UN TIERS SANS ETRE TITULAIRE D'UN PERMIS DELIVRE A CETTE FIN PAR LE MINISTRE.","217 181 IEME RUE BEAUCEVILLE, (QC) G5X2S9",LRC ANIMAUX CIE/EQUIDES,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",06/05/2024 00:00:00,01/08/2026 00:00:00,01/12/2026 00:00:00,2500 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,19                  ,PERMIS LIEUX DE RECUEIL ANIMAUX,1,MAPAQ,32,BIEN-ETRE ANIM.,,
FERME DE LA POINTE INC.,,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.","34 GRANDE-LIGNE SAINT-ALEXIS, (QC) J0K1T0",FERME LAITIERE,,06/28/2024 00:00:00,03/21/2025 00:00:00,04/01/2025 00:00:00,5000 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,1,MAPAQ,5,LAIT,45.916426,-73.57345
DESJARDINS CLAIRE,,"ETANT GARDIEN D UN ANIMAL, NE S EST PAS ASSURE QUE LE LIEU DE GARDE, LES EQUIPEMENTS AINSI QUE L ENVIRONNEMENT IMMEDIAT DE L ANIMAL SOIENT PROPRES ET EXEMPTS DE DECHET, DE PRODUIT, D OBJET OU DE MATIERE SUSCEPTIBLE DE NUIRE A LA SANTE, LA SECURITE OU AU BIEN ETRE DE L ANIMAL.","288 VEZINA TROIS-PISTOLES, (QC) G0L4K0",PARTICU. ESPECES DIVERSES,,07/31/2024 00:00:00,03/14/2025 00:00:00,04/07/2025 00:00:00,1000 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,r.0.1          ,REGL B-ETRE ET SECUR ANIMAUX DOMESTIQUES CIE ET EQUIDES,6                   ,NORMES DE BATIMENT / SECURITE / PROPRETE,1,MAPAQ,32,BIEN-ETRE ANIM.,48.1242263,-69.1765153
LEBRASSEUR GABRIEL,,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.","0 CHEMIN DE LA CARRIERE POLYCOR RIVIERE-SAINT-JEAN, (QC) G0G1X0",PARTICU. ESPECES DIVERSES,,09/10/2024 00:00:00,12/17/2025 00:00:00,12/22/2025 00:00:00,2500 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,1,MAPAQ,32,BIEN-ETRE ANIM.,,
LES ELEVAGES H.P.INC,LES ELEVAGES H.P.,"A TITRE DE PRODUCTEUR AGRICOLE, A FAIT DEFAUT DE DISPOSER DES VIANDES NON COMESTIBLES CONFORMEMENT A L'ARTICLE 7.3.1 DU REGLEMENT SUR LES ALIMENTS.","727 10E RANG SAINT-NAZAIRE-D'ACTON, (QC) J0H1V0",AUTRE ELEVAGE ANIM CONSOM,,11/07/2024 00:00:00,03/05/2026 00:00:00,03/11/2026 00:00:00,5000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,7.3.1               ,DISPOSITION DES VIANDES NON COMESTIBLES,1,MAPAQ,2,PRODUITS CARNÉS,45.7374731,-72.5688079
"LEE LILA,MONGRAIN STEVE",FERME S.L.M. S.E.N.C.,A EXPLOITE UNE FERME LAITIERE DONT LES LIEUX ET LES EQUIPEMENTS SERVANT A LA PREPARATION ET A L ENTREPOSAGE DES PRODUITS N ETAIENT PAS PROPRES.,"186 RANG ST-GEORGES SAINT-BERNARD-DE-LACOLLE, (QC) J0J1V0",FERME LAITIERE,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",07/23/2024 00:00:00,03/14/2025 00:00:00,04/07/2025 00:00:00,500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.2.1               ,INSALUBRITE,1,MAPAQ,5,LAIT,45.0607472,-73.3911706
POULIN ERIC,,"ETANT GARDIEN D UN ANIMAL, NE S EST PAS ASSURE QU IL SOIT TOILETTE. REGLEMENT SUR LE BIEN ETRE ET LA SECURITE DES ANIMAUX DOMESTIQUES DE COMPAGNIE ET DES EQUIDES","2472 6 ieme rang SAINTE-JUSTINE-DE-NEWTON, (QC) J0P1T0",PARTICU. ESPECES DIVERSES,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",10/08/2024 00:00:00,01/30/2026 00:00:00,02/06/2026 00:00:00,1000 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,r.0.1          ,REGL B-ETRE ET SECUR ANIMAUX DOMESTIQUES CIE ET EQUIDES,14                  ,TOILETTAGE,1,MAPAQ,32,BIEN-ETRE ANIM.,,
SEGUIN MARIELLE,,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.","2250 RANG DES CHUTES SAINTE-URSULE, (QC) J0K3M0",PARTICU. ESPECES DIVERSES,,06/05/2024 00:00:00,03/14/2026 00:00:00,03/23/2026 00:00:00,2500 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,1,MAPAQ,32,BIEN-ETRE ANIM.,46.3082689,-73.0822254
BRIERE MARIE-ANGE,,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.","226 2E RANG EST SAYABEC, (QC) G0J3K0",PARTICU. ESPECES DIVERSES,,03/28/2024 00:00:00,12/03/2025 00:00:00,12/08/2025 00:00:00,2500 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,1,MAPAQ,32,BIEN-ETRE ANIM.,,
JOHNSTON SANDY,,"ETANT GARDIEN D'UN EQUIDE, NE S’EST PAS CONFORME AUX REGLES GENERALEMENT RECONNUES QUE REPRESENTENT LES EXIGENCES CONTENUES DANS LE «CODE DE PRATIQUES POUR LE SOIN ET LA MANIPULATION DES EQUIDES», PUBLIE PAR LE CONSEIL NATIONAL POUR LES SOINS AUX ANIMAUX D'ELEVAGE","1250 RTE 143 RR 2 STANSTEAD-EST, (QC) J0B3E0",FERME LAITIERE,,12/13/2024 00:00:00,04/07/2025 00:00:00,04/11/2025 00:00:00,1000 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,r.0.1          ,REGL B-ETRE ET SECUR ANIMAUX DOMESTIQUES CIE ET EQUIDES,52                  ,RESPECT CODE DE PRATIQUE EQUIDES,1,MAPAQ,5,LAIT,,
6325050 CANADA INC.,,A EXPLOITE UN ETABLISSEMENT DONT LES LIEUX ET LES EQUIPEMENTS SERVANT A L ENTREPOSAGE ET AU SERVICE DES PRODUITS N ETAIENT PAS PROPRES.,"260 RUE SAINT-ANDRE GATINEAU, (QC) J8P4C8",MARCHE PROXIM.PERMIS MCF,,10/04/2024 00:00:00,12/09/2025 00:00:00,12/15/2025 00:00:00,500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.2.1               ,INSALUBRITE,1,MAPAQ,20,DÉTAIL,45.4782165,-75.6479398
VEXPRO INC.,THAIZONE HENRI-IV,"A EXPLOITE UN ETABLISSEMENT DONT LES LIEUX, LES EQUIPEMENTS ET LES MATERIAUX SERVANT A LA PREPARATION ET A L ENTREPOSAGE DES PRODUITS N ETAIENT PAS PROPRES.","5073 BOULEVARD WILFRID-HAMEL QUEBEC, (QC) G2E5G3",REST. SERVICE RAPIDE,,04/03/2025 00:00:00,07/28/2025 00:00:00,08/05/2025 00:00:00,500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.2.1               ,INSALUBRITE,1,MAPAQ,21,RESTAURATION,46.8030715,-71.3303935
LA FERME BEAU-LAC INC.,,"AYANT RECU UN ANIMAL, N'A PAS TRANSMIS, DANS LES DELAIS, AU MINISTRE OU A L'ORGANISME GESTIONNAIRE, SES NOM, ADRESSE ET NUMERO D'INTERVENANT AINSI QUE LES RENSEIGNEMENTS PREVUS AU PARAGRAPHE 1 DE L'ARTICLE 20 DU REGLEMENT.","995 RANG 3 SAINT-PRIME, (QC) G8J1X4",FERME LAITIERE,,01/16/2025 00:00:00,09/09/2025 00:00:00,09/16/2025 00:00:00,2000 $,P-42,"Loi sur la protection sanitaire des animaux (RLRQ, chapitre P-42)",r.10.2         ,REGLEMENT SUR LA TRACABILITE DE CERTAINS ANIMAUX,20 al.1(1)          ,OBLIG. TRANSM. LES RENSEIGNEMENTS IDENTIFICATION A LA RECPTION D'UN ANIMAL,1,MAPAQ,5,LAIT,45.8419658,-72.7990806
DOUGLAS ROBB JAMES,,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.","1325 BOULEVARD SALABERRY MERCIER, (QC) J6R0J1",PARTICU. ESPECES DIVERSES,,12/03/2024 00:00:00,01/21/2026 00:00:00,01/26/2026 00:00:00,3500 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,2,MANDATAIRE SPA/SPCA,32,BIEN-ETRE ANIM.,45.304515,-73.796237
ELEVAGES CANIN DE LA PLAINE,,"ETANT GARDIEN D UN ANIMAL, NE S EST PAS ASSURE QU IL SOIT TOILETTE","9491 CHEMIN DU CURE-BARETTE TERREBONNE, (QC) J7M1N2",CHATS/CHIENS 15+,,02/07/2025 00:00:00,08/26/2025 00:00:00,09/05/2025 00:00:00,2000 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,r.0.1          ,REGL B-ETRE ET SECUR ANIMAUX DOMESTIQUES CIE ET EQUIDES,14                  ,TOILETTAGE,1,MAPAQ,32,BIEN-ETRE ANIM.,,
POLIQUIN ANDREE,,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE, DANS LE CADRE D'ACTIVITES COMMERCIALES IMPLIQUANT DES ANIMAUX, TELLES QUE LES ACTIVITES DE REPRODUCTION, D'ELEVAGE OU DE CHIENS DE TRAINEAUX, LES ANIMALERIES ET LES PENSIONS, LE PLANCHER ET LA PORTION INFERIEURE DES MURS DU BATIMENT, DES ENCLOS INTERIEURS ET DES CAGES QUI SONT SUSCEPTIBLES D'ENTRER EN CONTACT AVEC L'ANIMAL, SOIENT FAITS DE MATERIAUX NON POREUX.","522 RANG 5 SAINTE-CLOTILDE-DE-HORTON, (QC) J0A1H0",CHATS/CHIENS 15+,,04/04/2025 00:00:00,08/26/2025 00:00:00,09/05/2025 00:00:00,1000 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,r.0.1          ,REGL B-ETRE ET SECUR ANIMAUX DOMESTIQUES CIE ET EQUIDES,4                   ,NORMES BATIMENT / ACTIVITES COMMERCIALES,1,MAPAQ,32,BIEN-ETRE ANIM.,45.9823015,-72.2301825
POLIQUIN ANDREE,,"ETANT GARDIEN D’UN ANIMAL, NE S’EST PAS ASSURE QUE L’INTERIEUR DE SON LIEU DE GARDE SOIT AERE DE FACON A PREVENIR LA CONCENTRATION DE CONTAMINANTS.","522 RANG 5 SAINTE-CLOTILDE-DE-HORTON, (QC) J0A1H0",CHATS/CHIENS 15+,,04/04/2025 00:00:00,08/26/2025 00:00:00,09/05/2025 00:00:00,1000 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,r.0.1          ,REGL B-ETRE ET SECUR ANIMAUX DOMESTIQUES CIE ET EQUIDES,12                  ,VENTILATION BATIMENT,1,MAPAQ,32,BIEN-ETRE ANIM.,45.9823015,-72.2301825
LEMIEUX SONIA,,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.(RECIDIVE)","3110 CHEMIN ST-DAMIEN SAGUENAY, (QC) G7X7V3",PARTICU. ESPECES DIVERSES,,04/17/2025 00:00:00,09/03/2025 00:00:00,09/10/2025 00:00:00,5000 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,1,MAPAQ,32,BIEN-ETRE ANIM.,48.3829363,-71.2281281
"HOVINGTON CYNTHIA,THIBODEAU KEVIN",,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.","920 CHEMIN ST-ANNE SAINT-ANSELME, (QC) G0R2N0",PARTICU. ESPECES DIVERSES,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",12/11/2024 00:00:00,03/04/2026 00:00:00,03/11/2026 00:00:00,2500 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,1,MAPAQ,32,BIEN-ETRE ANIM.,,
"HOVINGTON CYNTHIA,THIBODEAU KEVIN",,"ETANT GARDIEN D UN CHAT GARDE PRINCIPALEMENT A L INTERIEUR, NE S EST PAS ASSURE QU'IL AIT UN BAC A LITIERE CONFORME AUX EXIGENCES DE L ARTICLE 26 DU REGLEMENT SUR LE BIEN-ETRE ET LA SECURITE DES ANIMAUX DOMESTIQUES DE COMPAGNIE ET DES EQUIDES.","920 CHEMIN ST-ANNE SAINT-ANSELME, (QC) G0R2N0",PARTICU. ESPECES DIVERSES,"L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations",12/11/2024 00:00:00,03/04/2026 00:00:00,03/11/2026 00:00:00,1000 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,r.0.1          ,REGL B-ETRE ET SECUR ANIMAUX DOMESTIQUES CIE ET EQUIDES,26                  ,PROPRIETE / CONFORMITE BAC A LITIERE,1,MAPAQ,32,BIEN-ETRE ANIM.,,
DESCHENES MANON,REFUGE CHAMANA,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.","363 9E RANG TOURVILLE, (QC) G0R4M0",LRC ANIMAUX CIE,,05/28/2025 00:00:00,02/26/2026 00:00:00,03/10/2026 00:00:00,3500 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,1,MAPAQ,32,BIEN-ETRE ANIM.,47.1249617,-70.0
DESCHENES MANON,REFUGE CHAMANA,"ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.","363 9E RANG TOURVILLE, (QC) G0R4M0",LRC ANIMAUX CIE,,05/20/2025 00:00:00,02/26/2026 00:00:00,03/10/2026 00:00:00,2500 $,B-3.1,Loi sur le bien-être et la sécurité de l'animal,               ,,5 al.1              ,BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS,1,MAPAQ,32,BIEN-ETRE ANIM.,47.1249617,-70.0
9344-9148 QUEBEC INC.,,A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR(RECIDIVE),"1180 BOULEVARD SAINT-FELICIEN SAINT-FELICIEN, (QC) G8K0A6",REST. SERVICE RAPIDE,,05/15/2025 00:00:00,08/01/2025 00:00:00,08/12/2025 00:00:00,2000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1 al.2          ,TEMPERATURE ALIMENTS ALTERABLES,1,MAPAQ,21,RESTAURATION,48.654333,-72.458913
CEDHAR GESTION INC.,,"A EXPLOITE UN LIEU, OU UNE OU DES PERSONNES, AFFECTEES A LA PREPARATION DES PRODUITS, AU LAVAGE OU AU NETTOYAGE DU MATERIEL ET DE L'EQUIPEMENT, PORTAIENT DU VERNIS A ONGLES, UNE MONTRE, UNE BAGUE, UNE BOUCLE D'OREILLE OU AUTRE BIJOU.","1505 BOUL. FIRESTONE JOLIETTE, (QC) J6E9E5",REST. SERVICE RAPIDE,,12/01/2023 00:00:00,08/01/2024 00:00:00,08/08/2024 00:00:00,500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.2.3 al.3(5)       ,"BIJOUX, MONTRES, VERNIS A ONGLES",1,MAPAQ,21,RESTAURATION,46.0392289,-73.4151919
9267-9232 QUEBEC INC.,RESIDENCE SAINT-GEORGES,"A EXPLOITE UN LIEU VISE A L'ARTICLE 2.1.1, QUI N'ETAIT PAS EXEMPT DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES RONGEURS ET LES INSECTES OU DE LEURS EXCREMENTS.","350 AVENUE SAINT-GEORGES SHAWINIGAN, (QC) G9T3M9",CENTRE D'ACCUEIL,,02/29/2024 00:00:00,08/02/2024 00:00:00,08/15/2024 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,2.1.2 al.1          ,INSECTES RONGEURS EXCREMENTS,1,MAPAQ,21,RESTAURATION,46.6268248,-72.6646396
P.B. BANQUET INC.,,"A TITRE D'EXPLOITANT VISE A L'ARTICLE 3.1, N'A PAS UTILISE DU MATERIEL OU DES INSTALLATIONS EN BON ETAT DE FONCTIONNEMENT ENTRETENUS ET DISPOSES DE MANIERE A FONCTIONNER SELON L'USAGE ET DE MANIERE A NE PAS CONTAMINER LES PRODUITS.","1025 BOUL. ELISABETH LAVAL, (QC) H7W3J7",TRAITEUR,,07/12/2023 00:00:00,07/25/2024 00:00:00,08/01/2024 00:00:00,500 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",               ,,3.2 al.1(1)         ,UTILISATION MATERIEL OU INSTALLATIONS ADEQUATEMENT,1,MAPAQ,21,RESTAURATION,45.5386381,-73.7587527
FMI ATLANTIC INC.,,"A DETENU EN VUE DE LA VENTE, UN PRODUIT PERISSABLE VENDU CHAUD OU SERVI CHAUD AU CONSOMMATEUR SANS ETRE GARDE A UNE TEMPERATURE INTERNE D'AU MOINS 60 °C JUSQU'A SA LIVRAISON.","2410 BOULEVARD LOUIS-XIV QUEBEC, (QC) G1C5Y8",REST. SERVICE RAPIDE,,03/21/2024 00:00:00,07/25/2024 00:00:00,08/08/2024 00:00:00,1000 $,P-29,"Loi sur les produits alimentaires (RLRQ, chapitre P-29)",r.1            ,REGLEMENT SUR LES ALIMENTS,1.4.1 al.5          ,TEMPERATURE ALIMENTS PERISSABLES,1,MAPAQ,21,RESTAURATION,46.8948235,-71.2089352
